state,dist,IDSet
JHARKHAND,Latehar,"['DL/2019/0244461', 'KA/2021/0279515', 'WB/2018/0219502', 'MP/2010/0030527', 'HR/2018/0204333', 'UP/2019/0229375', 'JH/2017/0180782', 'DL/2015/0091689', 'JH/2010/0038563', 'JH/2018/0190072', 'JH/2015/0086160', 'MH/2018/0222216', 'JH/2011/0039596', 'UA/2017/0165630', 'WB/2021/0274816', 'HR/2017/0152906', 'DL/2019/0246206', 'DL/2018/0191205', 'TN/2017/0159890', 'DL/2019/0236109', 'JH/2014/0084256', 'BR/2016/0108289', 'KL/2017/0170616', 'UP/2020/0251117', 'WB/2009/0002176', 'DL/2019/0223940', 'KL/2018/0191319', 'BR/2016/0099093', 'WB/2018/0210920', 'AS/2011/0045218', 'JH/2010/0036567', 'BR/2019/0237566', 'JH/2017/0166070', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'JH/2020/0267656', 'UP/2019/0227860', 'BR/2009/0018544', 'JH/2018/0218464', 'JH/2020/0268443', 'JH/2017/0179642', 'MP/2017/0175785', 'TN/2018/0208154', 'DL/2018/0205995', 'BR/2019/0228568', 'DL/2018/0214232']"
JHARKHAND,Lohardaga,"['TN/2018/0187848', 'WB/2018/0219502', 'MP/2010/0030527', 'DL/2015/0091689', 'DL/2017/0165212', 'UP/2020/0259104', 'UP/2019/0229233', 'JH/2015/0086160', 'MH/2018/0222216', 'JH/2011/0039596', 'DL/2019/0245842', 'JH/2020/0268187', 'UP/2018/0198469', 'HR/2017/0152906', 'JH/2014/0084256', 'BR/2016/0108289', 'KL/2017/0170616', 'WB/2009/0002176', 'JH/2009/0007521', 'DL/2019/0223940', 'JH/2018/0183671', 'MH/2020/0250517', 'BR/2016/0099093', 'WB/2018/0210920', 'AS/2011/0045218', 'BR/2019/0237566', 'JH/2017/0166070', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'JH/2020/0267656', 'UP/2019/0227860', 'DL/2017/0156114', 'HR/2020/0249283', 'BR/2009/0018544', 'JH/2011/0044137', 'JH/2018/0218464', 'JH/2020/0268443', 'JH/2017/0160798', 'MH/2019/0230941', 'MP/2017/0175785', 'TN/2018/0208154', 'WB/2010/0028202', 'DL/2020/0269014', 'BR/2019/0228568', 'UP/2017/0150056', 'DL/2018/0214232']"
JHARKHAND,Saraikela-Kharsawan,"['WB/2018/0219502', 'MP/2010/0030527', 'MP/2018/0202314', 'DL/2015/0091689', 'JH/2010/0038563', 'JH/2015/0086160', 'MH/2018/0222216', 'JH/2011/0039596', 'JH/2020/0268187', 'HR/2017/0152906', 'JH/2019/0243553', 'WB/2014/0077102', 'BR/2016/0096554', 'WB/2009/0002176', 'DL/2019/0223940', 'BR/2016/0099093', 'WB/2018/0210920', 'AS/2011/0045218', 'BR/2019/0237566', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'JH/2020/0267656', 'UP/2019/0227860', 'BR/2009/0018544', 'JH/2011/0044137', 'JH/2018/0218464', 'JH/2020/0268443', 'JH/2009/0000416', 'MP/2017/0175785', 'TN/2018/0208154', 'BR/2019/0228568', 'DL/2018/0214232']"
JHARKHAND,Kodarma,"['WB/2018/0219502', 'MP/2010/0030527', 'BR/2018/0197041', 'DL/2015/0091689', 'DL/2017/0165212', 'UP/2020/0259104', 'JH/2020/0254535', 'UP/2019/0229233', 'JH/2015/0086160', 'MH/2018/0222216', 'JH/2018/0215085', 'AP/2016/0104949', 'HR/2017/0152906', 'DL/2019/0246206', 'DL/2018/0191205', 'TN/2017/0159890', 'DL/2019/0236109', 'JH/2016/0104111', 'BR/2016/0108289', 'KL/2017/0170616', 'JH/2018/0217541', 'WB/2009/0002176', 'OR/2012/0051685', 'DL/2019/0223940', 'JH/2009/0009429', 'BR/2016/0099093', 'WB/2018/0210920', 'AS/2011/0045218', 'JH/2010/0036567', 'BR/2019/0237566', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'JH/2020/0267656', 'UP/2019/0227860', 'DL/2019/0233338', 'WB/2017/0114633', 'BR/2009/0018544', 'JH/2011/0044137', 'JH/2020/0268443', 'MP/2017/0175785', 'TN/2018/0208154', 'WB/2010/0028202', 'DL/2020/0269014', 'DL/2018/0205995', 'JH/2017/0119572', 'BR/2019/0228568']"
JHARKHAND,Gumla,"['WB/2018/0219502', 'MP/2010/0030527', 'JH/2020/0259063', 'MH/2021/0275994', 'JH/2016/0100590', 'MH/2018/0186751', 'DL/2015/0091689', 'DL/2017/0165212', 'UP/2020/0259104', 'JH/2018/0190072', 'JH/2015/0086160', 'MH/2018/0222216', 'JH/2009/0007637', 'MP/2020/0270289', 'JH/2017/0173606', 'TN/2017/0175152', 'MH/2017/0165393', 'JH/2020/0268187', 'JH/2018/0219542', 'MH/2020/0251689', 'HR/2017/0152906', 'JH/2009/0007521', 'DL/2019/0223940', 'JH/2020/0257737', 'BR/2016/0099093', 'WB/2018/0210920', 'AS/2011/0045218', 'JH/2018/0192273', 'BR/2019/0237566', 'DL/2016/0103631', 'JH/2021/0280201', 'KL/2016/0108560', 'TN/2016/0111485', 'JH/2020/0267656', 'UP/2019/0227860', 'JH/2020/0272027', 'DL/2017/0156114', 'HR/2020/0249283', 'UP/2019/0223845', 'WB/2017/0114633', 'BR/2009/0018544', 'JH/2011/0044137', 'JH/2018/0218464', 'JH/2020/0268443', 'JH/2016/0108486', 'TS/2018/0203629', 'JH/2017/0157833', 'MP/2017/0175785', 'TN/2018/0208154', 'WB/2010/0028202', 'DL/2020/0269014', 'DL/2018/0205995', 'JH/2021/0279699', 'BR/2019/0228568', 'DL/2018/0214232', 'MH/2018/0217972']"
JHARKHAND,Simdega,"['WB/2018/0219502', 'MP/2010/0030527', 'HR/2018/0204333', 'UP/2019/0229375', 'JH/2016/0100590', 'MH/2018/0186751', 'DL/2015/0091689', 'JH/2010/0038563', 'DL/2017/0165212', 'UP/2020/0259104', 'JH/2015/0086160', 'MH/2018/0222216', 'JH/2011/0039596', 'JH/2020/0268187', 'HR/2017/0152906', 'DL/2009/0001372', 'WB/2009/0002176', 'JH/2009/0007521', 'DL/2019/0223940', 'BR/2016/0099093', 'WB/2018/0210920', 'AS/2011/0045218', 'BR/2019/0237566', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'JH/2020/0267656', 'UP/2019/0227860', 'BR/2009/0018544', 'JH/2011/0044137', 'JH/2018/0218464', 'JH/2020/0268443', 'JH/2017/0160798', 'MH/2019/0230941', 'JH/2015/0091285', 'MP/2017/0175785', 'TN/2018/0208154', 'JH/2018/0190727', 'BR/2019/0228568', 'DL/2018/0214232', 'MH/2018/0217972']"
JHARKHAND,Sahibganj,"['WB/2018/0219502', 'MP/2010/0030527', 'JH/2017/0171287', 'TN/2021/0279901', 'HR/2018/0204333', 'UP/2019/0229375', 'DL/2015/0091689', 'UP/2019/0229233', 'JH/2015/0086160', 'MH/2018/0222216', 'JH/2009/0007637', 'MP/2020/0270289', 'BR/2009/0002889', 'UP/2020/0251117', 'BR/2017/0157713', 'DL/2019/0223940', 'JH/2017/0172631', 'JH/2020/0257737', 'BR/2016/0099093', 'WB/2018/0210920', 'AS/2011/0045218', 'WB/2009/0000935', 'BR/2019/0237566', 'DL/2016/0103631', 'BR/2016/0103985', 'KL/2016/0108560', 'TN/2016/0111485', 'JH/2020/0267656', 'UP/2019/0227860', 'BR/2009/0018544', 'JH/2011/0044137', 'JH/2018/0218464', 'JH/2020/0268443', 'DL/2018/0185715', 'MP/2017/0175785', 'TN/2018/0208154', 'WB/2010/0028202', 'DL/2020/0269014', 'JH/2017/0119572', 'BR/2019/0228568']"
JHARKHAND,Jamtara,"['WB/2018/0219502', 'MP/2010/0030527', 'JH/2017/0171287', 'TN/2021/0279901', 'HR/2018/0204333', 'UP/2019/0229375', 'JH/2018/0198954', 'DL/2015/0091689', 'JH/2015/0086160', 'MH/2018/0222216', 'JH/2009/0007637', 'MP/2020/0270289', 'HR/2017/0152906', 'JH/2016/0104111', 'BR/2017/0157713', 'WB/2009/0002176', 'JH/2009/0007521', 'DL/2019/0223940', 'BR/2016/0099093', 'WB/2018/0210920', 'AS/2011/0045218', 'BR/2019/0237566', 'DL/2016/0103631', 'BR/2009/0023216', 'KL/2016/0108560', 'TN/2016/0111485', 'JH/2020/0267656', 'UP/2019/0227860', 'UP/2019/0248605', 'HR/2019/0237904', 'TS/2019/0245804', 'BR/2009/0018544', 'JH/2011/0044137', 'JH/2018/0218464', 'JH/2020/0268443', 'MP/2017/0175785', 'TN/2018/0208154', 'JH/2019/0242420', 'TN/2018/0196702', 'JH/2017/0119572', 'BR/2019/0228568']"
JHARKHAND,Godda,"['WB/2018/0219502', 'MP/2010/0030527', 'MP/2018/0202314', 'DL/2015/0091689', 'JH/2015/0086160', 'MH/2018/0222216', 'JH/2009/0007637', 'MP/2020/0270289', 'HR/2017/0152906', 'DL/2019/0246206', 'DL/2018/0191205', 'TN/2017/0159890', 'DL/2019/0236109', 'JH/2017/0158840', 'UP/2020/0251117', 'BR/2017/0157713', 'WB/2009/0002176', 'DL/2019/0223940', 'JH/2017/0172631', 'BR/2016/0099093', 'WB/2018/0210920', 'AS/2011/0045218', 'BR/2019/0237566', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'JH/2020/0267656', 'UP/2019/0227860', 'DL/2020/0255722', 'BR/2009/0018544', 'JH/2011/0044137', 'JH/2018/0218464', 'JH/2020/0268443', 'MP/2017/0175785', 'TN/2018/0208154', 'WB/2010/0028202', 'DL/2020/0269014', 'JH/2019/0230005', 'KA/2018/0222235', 'JH/2017/0159319', 'DL/2018/0205995', 'JH/2017/0119572', 'BR/2019/0228568', 'JH/2017/0177865', 'MH/2018/0206948', 'DL/2018/0214232']"
ASSAM,Cachar,"['AS/2017/0168589', 'AS/2015/0088834', 'AS/2010/0032336', 'UA/2016/0112893', 'UP/2021/0276577', 'DL/2020/0257365', 'WB/2010/0029028', 'DL/2018/0185933', 'AS/2019/0232407', 'RJ/2020/0266661', 'DL/2015/0091689', 'AS/2017/0179885', 'AS/2017/0161349', 'AS/2016/0112816', 'AS/2016/0104546', 'AS/2017/0117491', 'AS/2018/0201387', 'CG/2020/0270786', 'AS/2021/0277096', 'WB/2018/0191093', 'AS/2017/0178052', 'JH/2009/0007521', 'DL/2019/0223940', 'AS/2011/0045218', 'AS/2017/0173801', 'AS/2011/0041248', 'UP/2019/0241347', 'DL/2016/0103631', 'AS/2009/0020087', 'KL/2016/0108560', 'TN/2016/0111485', 'AS/2014/0084216', 'AS/2013/0068171', 'AS/2018/0200044', 'TN/2020/0269011', 'MP/2018/0198288', 'AS/2012/0050958', 'AS/2017/0117709', 'ML/2021/0274104', 'AS/2017/0161487', 'DL/2018/0200758', 'AS/2018/0207421']"
ASSAM,Dhubri,"['AS/2017/0155791', 'DL/2019/0242336', 'DL/2020/0267324', 'WB/2010/0029028', 'DL/2018/0185933', 'AS/2018/0213310', 'UP/2009/0004519', 'WB/2018/0188875', 'BR/2019/0242629', 'MH/2019/0240087', 'GJ/2017/0153437', 'RJ/2020/0266661', 'AS/2014/0073970', 'DL/2015/0091689', 'AS/2017/0119675', 'UP/2018/0201373', 'AS/2016/0104546', 'AS/2017/0117491', 'AS/2018/0201387', 'CG/2020/0270786', 'AS/2021/0277096', 'WB/2019/0245290', 'WB/2018/0191093', 'AS/2018/0190043', 'KL/2018/0199274', 'UP/2018/0222588', 'AS/2018/0198406', 'AS/2017/0154283', 'DL/2019/0223940', 'AS/2011/0045218', 'WB/2018/0183848', 'AS/2017/0173801', 'AS/2012/0052026', 'DL/2018/0194034', 'AS/2011/0041248', 'UP/2019/0241347', 'DL/2016/0103631', 'AS/2009/0020087', 'KL/2016/0108560', 'TN/2016/0111485', 'AS/2014/0084216', 'AS/2014/0083420', 'MH/2018/0209740', 'AS/2012/0050958', 'AS/2017/0179722', 'TN/2020/0271460', 'AS/2017/0117709', 'WB/2016/0098858', 'AS/2018/0183460', 'AS/2017/0161487', 'AS/2010/0028873', 'AS/2019/0239504', 'AS/2018/0207421', 'AS/2017/0116124']"
ASSAM,Lakhimpur,"['AS/2018/0217005', 'AS/2014/0082987', 'KL/2018/0214642', 'MP/2016/0110374', 'KL/2021/0274211', 'AS/2009/0004037', 'BR/2018/0203655', 'WB/2010/0029028', 'UP/2018/0185827', 'DL/2018/0185933', 'UP/2009/0004519', 'WB/2018/0188875', 'RJ/2020/0266661', 'AS/2014/0073970', 'DL/2015/0091689', 'AS/2016/0103594', 'AS/2017/0119533', 'AS/2020/0253004', 'AS/2016/0104546', 'AS/2017/0117491', 'AS/2018/0201387', 'CG/2020/0270786', 'WB/2019/0245290', 'WB/2018/0191093', 'AS/2018/0190043', 'KL/2018/0199274', 'UP/2020/0251117', 'DL/2017/0172788', 'GJ/2020/0270720', 'DL/2018/0203327', 'JH/2009/0007521', 'DL/2019/0223940', 'AS/2011/0045218', 'AS/2017/0173801', 'AS/2012/0052026', 'AS/2020/0257912', 'AS/2011/0041248', 'UP/2019/0241347', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'AS/2018/0200044', 'TN/2020/0269011', 'AS/2012/0050958', 'AS/2017/0117709', 'WB/2016/0098858', 'AS/2016/0101196', 'AS/2017/0161487', 'AS/2018/0217010', 'AS/2018/0207421', 'AS/2018/0210718', 'KA/2017/0168273', 'AS/2017/0116124']"
ASSAM,Sonitpur,"['AS/2018/0217005', 'AS/2009/0004037', 'BR/2018/0203655', 'AS/2018/0216698', 'MH/2018/0198710', 'DL/2018/0185933', 'AS/2018/0213310', 'UP/2009/0004519', 'WB/2018/0188875', 'RJ/2020/0266661', 'AS/2014/0073970', 'DL/2015/0091689', 'AS/2016/0099535', 'AS/2017/0119533', 'AS/2019/0235917', 'AS/2020/0253004', 'GJ/2009/0001196', 'AS/2016/0104546', 'AS/2017/0117491', 'AS/2018/0201387', 'CG/2020/0270786', 'WB/2019/0245290', 'WB/2018/0191093', 'AS/2017/0154283', 'AS/2020/0271534', 'DL/2019/0223940', 'AS/2011/0045218', 'AS/2017/0173801', 'AS/2011/0041248', 'UP/2019/0241347', 'DL/2016/0103631', 'KL/2016/0108560', 'AS/2009/0007619', 'JH/2018/0184003', 'TN/2016/0111485', 'AS/2018/0200044', 'TN/2020/0269011', 'AS/2009/0016603', 'AS/2012/0050958', 'HR/2017/0180083', 'AS/2017/0117709', 'AS/2017/0161487', 'UP/2019/0240015', 'AS/2018/0217010', 'AS/2018/0207421', 'AS/2017/0116124']"
ASSAM,Udalguri,"['AS/2018/0217005', 'DL/2015/0091274', 'AS/2009/0004037', 'BR/2018/0203655', 'DL/2018/0185933', 'DL/2019/0239586', 'AS/2018/0213310', 'RJ/2020/0266661', 'AS/2018/0217884', 'AS/2014/0073970', 'DL/2015/0091689', 'AS/2016/0104546', 'AS/2017/0117491', 'AS/2018/0201387', 'CG/2020/0270786', 'WB/2018/0191093', 'AS/2020/0271534', 'DL/2019/0223940', 'AS/2011/0045218', 'AS/2017/0173801', 'AS/2011/0041248', 'UP/2019/0241347', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'AS/2017/0155622', 'AS/2019/0224975', 'AS/2012/0050958', 'AS/2017/0117709', 'AS/2017/0161487', 'AS/2018/0207421', 'AS/2017/0116124']"
ASSAM,Darrang,"['AS/2018/0217005', 'DL/2015/0091274', 'AS/2009/0004037', 'BR/2018/0203655', 'DL/2018/0185933', 'AS/2018/0209629', 'HR/2017/0159135', 'UP/2017/0178619', 'UP/2009/0004519', 'WB/2018/0188875', 'RJ/2020/0266661', 'DL/2015/0091689', 'AS/2016/0104546', 'AS/2017/0117491', 'AS/2018/0201387', 'CG/2020/0270786', 'WB/2018/0191093', 'AS/2020/0271534', 'DL/2019/0223940', 'DL/2018/0208886', 'WB/2017/0153712', 'AS/2011/0045218', 'AS/2017/0173801', 'AS/2012/0052026', 'AS/2011/0041248', 'UP/2019/0241347', 'DL/2016/0103631', 'KL/2016/0108560', 'AS/2009/0007619', 'JH/2018/0184003', 'TN/2016/0111485', 'RJ/2017/0117971', 'GJ/2018/0214063', 'KL/2019/0239583', 'KA/2017/0164991', 'UP/2019/0232140', 'AS/2014/0084216', 'AS/2018/0200044', 'TN/2020/0269011', 'AS/2009/0016603', 'AS/2012/0050958', 'AS/2017/0117709', 'AS/2017/0161487', 'AS/2018/0217010', 'AS/2018/0207421']"
ASSAM,Kokrajhar,"['DL/2017/0165211', 'AS/2019/0229946', 'DL/2018/0185933', 'AS/2017/0164249', 'AS/2018/0213310', 'RJ/2020/0266661', 'AS/2014/0073970', 'DL/2015/0091689', 'AS/2016/0112816', 'AS/2016/0104546', 'AS/2017/0117491', 'AS/2018/0201387', 'CG/2020/0270786', 'AS/2018/0208420', 'UP/2017/0165521', 'WB/2019/0245290', 'WB/2018/0191093', 'AS/2018/0190043', 'KL/2018/0199274', 'AS/2016/0104544', 'UP/2020/0251117', 'AS/2017/0162118', 'AS/2018/0198406', 'JH/2009/0007521', 'DL/2019/0223940', 'AS/2011/0045218', 'WB/2018/0183848', 'AS/2017/0173801', 'AS/2020/0257912', 'AS/2011/0041248', 'UP/2019/0241347', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'RJ/2017/0117971', 'GJ/2018/0214063', 'KL/2019/0239583', 'KA/2017/0164991', 'UP/2019/0232140', 'AS/2014/0083420', 'MH/2018/0209740', 'AS/2012/0050958', 'AS/2017/0179722', 'TN/2020/0271460', 'AS/2017/0117709', 'AS/2018/0183460', 'DL/2018/0192014', 'AS/2020/0253289', 'AS/2017/0161487', 'MP/2018/0193869', 'AS/2020/0265500', 'AS/2018/0207421', 'AS/2017/0116124']"
ASSAM,Kamrup,"['AS/2016/0103977', 'DL/2019/0244461', 'KA/2021/0279515', 'AS/2009/0004037', 'BR/2018/0203655', 'AS/2017/0156896', 'UP/2012/0054566', 'AS/2014/0076708', 'WB/2010/0029028', 'AS/2017/0160655', 'DL/2018/0185933', 'AS/2018/0213310', 'AS/2018/0209629', 'HR/2017/0159135', 'UP/2017/0178619', 'UP/2009/0004519', 'WB/2018/0188875', 'RJ/2020/0266661', 'DL/2015/0091689', 'AS/2017/0119675', 'WB/2017/0115150', 'JK/2018/0220088', 'UA/2019/0245734', 'AS/2017/0119533', 'WB/2016/0098318', 'AS/2020/0253004', 'AS/2012/0051614', 'HR/2017/0116511', 'GJ/2009/0001196', 'AS/2016/0104546', 'AS/2017/0117491', 'AS/2018/0201387', 'CG/2020/0270786', 'WB/2018/0191093', 'AS/2021/0280966', 'DL/2017/0172788', 'GJ/2020/0270720', 'DL/2018/0203327', 'AS/2018/0198406', 'AS/2017/0154283', 'DL/2019/0223940', 'AS/2011/0045218', 'AS/2017/0173801', 'AS/2012/0052026', 'AS/2020/0257912', 'AS/2009/0020901', 'AS/2011/0041248', 'UP/2019/0241347', 'DL/2016/0103631', 'AS/2009/0020087', 'KL/2016/0108560', 'TN/2016/0111485', 'AS/2018/0200044', 'TN/2020/0269011', 'AS/2017/0155622', 'AS/2014/0083420', 'MH/2018/0209740', 'AS/2018/0206049', 'AS/2012/0050958', 'AS/2016/0110901', 'AS/2017/0117709', 'WB/2017/0154660', 'KA/2017/0153867', 'UP/2021/0280184', 'AS/2017/0164312', 'DL/2018/0192014', 'AS/2017/0161487', 'AS/2020/0265500', 'AS/2018/0207421', 'DL/2018/0199659', 'JK/2018/0203858', 'AS/2017/0116124', 'AS/2018/0195738']"
ASSAM,Kamrup Metropolitan,"['DL/2019/0244461', 'KA/2021/0279515', 'AS/2009/0004037', 'BR/2018/0203655', 'WB/2017/0163408', 'AS/2014/0076708', 'AS/2018/0196762', 'AS/2017/0160655', 'DL/2018/0185933', 'AS/2018/0213310', 'AS/2017/0166758', 'RJ/2020/0266661', 'AS/2014/0073970', 'DL/2015/0091689', 'AS/2017/0156977', 'AS/2017/0152419', 'WB/2017/0115150', 'JK/2018/0220088', 'UA/2019/0245734', 'AS/2017/0119533', 'AS/2019/0227675', 'HR/2016/0108747', 'AS/2019/0235917', 'AS/2012/0051614', 'GJ/2009/0001196', 'AS/2019/0242317', 'AS/2017/0117491', 'AS/2018/0201387', 'CG/2020/0270786', 'AS/2021/0277096', 'WB/2018/0191093', 'AS/2018/0192771', 'AS/2018/0216020', 'TN/2017/0180980', 'BR/2018/0220147', 'KL/2018/0209208', 'AS/2021/0280966', 'RJ/2019/0245051', 'MN/2017/0162370', 'UA/2018/0184074', 'AS/2019/0226564', 'KL/2018/0216243', 'GJ/2019/0244852', 'AS/2016/0102246', 'AS/2018/0218591', 'AS/2019/0226220', 'AS/2018/0198406', 'AS/2017/0154283', 'AS/2018/0215114', 'DL/2019/0223940', 'AS/2016/0109957', 'AS/2021/0274702', 'DL/2018/0183886', 'GJ/2020/0262673', 'DL/2017/0178927', 'AS/2011/0045218', 'AS/2017/0154136', 'AS/2017/0173801', 'AS/2012/0052026', 'AS/2020/0269442', 'DL/2018/0194034', 'AS/2011/0041248', 'UP/2019/0241347', 'DL/2016/0103631', 'AS/2018/0187673', 'AS/2009/0020087', 'KL/2016/0108560', 'TN/2016/0111485', 'AS/2019/0232203', 'MH/2019/0225737', 'AS/2017/0160675', 'AS/2018/0200044', 'TN/2020/0269011', 'AS/2015/0088031', 'AS/2012/0050958', 'AS/2019/0246964', 'UP/2017/0164873', 'OR/2014/0075931', 'AS/2017/0117709', 'AS/2017/0161487', 'AS/2020/0265500', 'AS/2018/0207421', 'DL/2018/0199659', 'JK/2018/0203858', 'AS/2017/0179215', 'AS/2017/0116124', 'AS/2014/0075805']"
ASSAM,Goalpara,"['DL/2019/0244461', 'KA/2021/0279515', 'AS/2009/0004037', 'BR/2018/0203655', 'DL/2018/0203226', 'DL/2018/0185933', 'AS/2018/0213310', 'RJ/2020/0266661', 'AS/2014/0073970', 'DL/2015/0091689', 'AS/2017/0119675', 'AS/2016/0112816', 'AS/2019/0226022', 'AS/2016/0104546', 'AS/2017/0117491', 'AS/2018/0201387', 'CG/2020/0270786', 'AS/2021/0277096', 'WB/2019/0245290', 'WB/2018/0191093', 'AS/2018/0190043', 'KL/2018/0199274', 'UP/2020/0251117', 'AS/2018/0198406', 'AS/2017/0154283', 'JH/2009/0007521', 'DL/2019/0223940', 'AS/2011/0045218', 'WB/2018/0183848', 'AS/2017/0173801', 'AS/2011/0041248', 'UP/2019/0241347', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'RJ/2017/0117971', 'GJ/2018/0214063', 'KL/2019/0239583', 'KA/2017/0164991', 'UP/2019/0232140', 'AS/2014/0084216', 'AS/2014/0083420', 'MH/2018/0209740', 'AS/2009/0016603', 'AS/2012/0050958', 'AS/2017/0117709', 'WB/2016/0098858', 'AS/2017/0178881', 'AS/2018/0183460', 'AS/2017/0161487', 'AS/2018/0207421', 'AS/2017/0116124']"
ASSAM,Dibrugarh,"['AS/2020/0249394', 'KL/2019/0238778', 'DL/2020/0267324', 'DL/2018/0185933', 'AS/2014/0082814', 'DL/2019/0239073', 'RJ/2020/0266661', 'AS/2014/0073970', 'DL/2015/0091689', 'AS/2018/0217634', 'UP/2018/0201373', 'WB/2016/0098318', 'AS/2020/0253004', 'AS/2016/0104546', 'AS/2017/0117491', 'AS/2018/0201387', 'WB/2021/0274816', 'CG/2020/0270786', 'AS/2021/0277096', 'WB/2018/0191093', 'HR/2017/0152906', 'AS/2018/0187044', 'UP/2020/0251117', 'DL/2017/0172788', 'GJ/2020/0270720', 'DL/2018/0203327', 'AS/2017/0154283', 'JH/2009/0007521', 'DL/2019/0223940', 'DL/2018/0208886', 'WB/2017/0153712', 'AS/2011/0045218', 'WB/2018/0183848', 'AS/2017/0173801', 'AS/2020/0257912', 'AS/2011/0041248', 'UP/2019/0241347', 'DL/2016/0103631', 'KL/2016/0108560', 'AS/2009/0007619', 'JH/2018/0184003', 'DL/2017/0118174', 'TN/2016/0111485', 'AS/2018/0200044', 'TN/2020/0269011', 'UP/2019/0248605', 'HR/2019/0237904', 'TS/2019/0245804', 'MP/2018/0198288', 'AS/2019/0244600', 'AP/2018/0203055', 'AS/2012/0050958', 'AS/2017/0117709', 'AS/2017/0162961', 'AS/2016/0101196', 'AS/2017/0161487', 'AS/2018/0207421', 'AS/2017/0116124']"
ASSAM,Tinsukia,"['AS/2020/0249394', 'KL/2019/0238778', 'AS/2009/0004037', 'BR/2018/0203655', 'DL/2018/0185933', 'DL/2019/0239073', 'RJ/2020/0266661', 'AS/2014/0073970', 'DL/2015/0091689', 'AS/2018/0217634', 'AS/2020/0253004', 'AS/2016/0104546', 'AS/2017/0117491', 'AS/2018/0201387', 'AS/2019/0236274', 'CG/2020/0270786', 'WB/2019/0245290', 'WB/2018/0191093', 'AS/2017/0154283', 'DL/2019/0223940', 'AS/2011/0045218', 'AS/2017/0173801', 'AS/2020/0257912', 'AS/2011/0041248', 'UP/2019/0241347', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'AS/2018/0200044', 'TN/2020/0269011', 'MP/2018/0198288', 'AS/2012/0050958', 'AS/2017/0117709', 'WB/2016/0098858', 'AS/2016/0101196', 'AS/2017/0161487', 'AS/2018/0207421', 'AS/2017/0116124']"
ASSAM,Jorhat,"['AS/2017/0172224', 'DL/2015/0091274', 'KA/2019/0235984', 'AS/2014/0082987', 'KL/2018/0214642', 'AS/2009/0004037', 'BR/2018/0203655', 'DL/2020/0267324', 'WB/2010/0029028', 'DL/2018/0185933', 'UP/2009/0004519', 'WB/2018/0188875', 'RJ/2020/0266661', 'AS/2014/0073970', 'DL/2015/0091689', 'AS/2018/0217634', 'AS/2020/0253004', 'AS/2016/0104546', 'AS/2017/0117491', 'AS/2018/0201387', 'CG/2020/0270786', 'AS/2014/0082312', 'WB/2018/0191093', 'UP/2020/0251117', 'AS/2017/0154283', 'JH/2009/0007521', 'DL/2019/0223940', 'AS/2011/0045218', 'AS/2017/0173801', 'AS/2011/0041248', 'UP/2019/0241347', 'DL/2016/0103631', 'KL/2016/0108560', 'DL/2017/0118174', 'TN/2016/0111485', 'AS/2018/0200044', 'TN/2020/0269011', 'AS/2017/0176382', 'MP/2018/0198288', 'AS/2012/0050958', 'AS/2017/0117709', 'AS/2017/0162961', 'AS/2016/0101196', 'AS/2017/0161487', 'AS/2018/0207421', 'AS/2017/0116124']"
ASSAM,Karbi Anglong,"['DL/2015/0091274', 'AS/2009/0004037', 'BR/2018/0203655', 'DL/2018/0185933', 'AS/2018/0213310', 'AS/2019/0249019', 'RJ/2020/0266661', 'AS/2014/0073970', 'DL/2015/0091689', 'AS/2016/0099535', 'AS/2016/0103594', 'AS/2016/0112816', 'AS/2016/0104546', 'AS/2017/0117491', 'AS/2018/0201387', 'CG/2020/0270786', 'WB/2018/0191093', 'AS/2018/0190043', 'KL/2018/0199274', 'DL/2019/0223940', 'AS/2011/0045218', 'AS/2017/0173801', 'AS/2018/0195470', 'AS/2011/0041248', 'UP/2019/0241347', 'DL/2016/0103631', 'AS/2009/0020087', 'KL/2016/0108560', 'TN/2016/0111485', 'AS/2013/0068171', 'AS/2018/0200044', 'TN/2020/0269011', 'MP/2018/0198288', 'AS/2012/0050958', 'AS/2017/0117709', 'AS/2009/0004675', 'AS/2017/0166198', 'AS/2017/0161487', 'AS/2009/0017564', 'MH/2019/0228562', 'MH/2016/0111445', 'AS/2018/0207421', 'AS/2017/0116124']"
